Line Number	Verse Reference	Unaccented Words	Suggested Fix	Total Count	Reason	Context Before	Context After	Full Line
11615	ΒΑΣΙΛΕΙΩΝ Γ 21:34	μου ἐν	μου ἐν	4317	consecutive enclitics	πατήρ	Σαμαρείᾳ	\vs{34}Καὶ εἶπε πρὸς αὐτὸν, τὰς πόλεις ἃς ἔλαβεν ὁ πατήρ μου παρὰ τοῦ πατρός σου ἀποδώσω σοι· καὶ ἐξόδους θήσεις σεαυτῷ ἐν Δαμασκῷ, καθὼς ἔθετο ὁ πατήρ μου ἐν Σαμαρείᾳ· καὶ ἐγὼ ἐν διαθήκῃ ἐξαποστελῶ σε. Καὶ διέθετο αὐτῷ διαθήκην, καὶ ἐξαπέστειλεν αὐτόν.
11663	ΒΑΣΙΛΕΙΩΝ Γ 22:27	με ἐν	με ἐν	1285	consecutive enclitics	ἐπιστρέψαι	εἰρήνῃ	\vs{27}εἶπον θέσθαι τοῦτον ἐν φυλακῇ, καὶ ἐσθίειν αὐτὸν ἄρτον θλίψεως καὶ ὕδωρ θλίψεως ἕως τοῦ ἐπιστρέψαι με ἐν εἰρήνῃ.
11672	ΒΑΣΙΛΕΙΩΝ Γ 22:34	με ἐκ	με ἐκ	1285	consecutive enclitics	ἐξάγαγέ	τοῦ	\vs{34}Καὶ ἐπέτεινεν εἷς τὸ τόξον εὐστόχως, καὶ ἐπάταξε τὸν βασιλέα Ἰσραὴλ ἀναμέσον τοῦ πνεύμονος καὶ ἀναμέσον τοῦ θώρακος· καὶ εἶπε τῷ ἡνιόχῳ αὐτοῦ, ἐπίστρεψον τὰς χεῖράς σου καὶ ἐξάγαγέ με ἐκ τοῦ πολέμου, ὅτι τέτρωμαι.
11715	ΒΑΣΙΛΕΙΩΝ Δ 1:14	μου ἐν	μου ἐν	4317	consecutive enclitics	ψυχή	ὀφθαλμοῖς	\vs{14}Ἰδοὺ κατέβη πῦρ ἐκ τοῦ οὐρανοῦ, καὶ κατέφαγε τοὺς δύο πεντηκοντάρχους τοὺς πρώτους· καὶ νῦν ἐντιμωθήτω δὴ ἡ ψυχή μου ἐν ὀφθαλμοῖς σου.
11722	ΒΑΣΙΛΕΙΩΝ Δ 1:18b	ὡς ἡ	ὡς ἡ	1776	consecutive enclitics	οὐδὲ	μήτηρ	\vs{18b}καὶ ἐποίησε τὸ πονηρὸν ἐνώπιον Κυρίου· πλὴν οὐχ ὡς οἱ ἀδελφοὶ αὐτοῦ, οὐδὲ ὡς ἡ μήτηρ αὐτοῦ·
11727	ΒΑΣΙΛΕΙΩΝ Δ 2:1	ὡς εἰς	ὡς εἰς	1776	consecutive enclitics	Ἠλιοὺ	τὸν	Καὶ ἐγένετο ἐν τῷ ἀνάγειν Κύριον ἐν συσσεισμῷ τὸν Ἠλιοὺ ὡς εἰς τὸν οὐρανὸν, καὶ ἐπορεύθη Ἠλιοὺ καὶ Ἑλισαιὲ ἐκ Γαλγάλων.
11729	ΒΑΣΙΛΕΙΩΝ Δ 2:3	οἱ ἐν	οἱ ἐν	4140	consecutive enclitics	προφητῶν	Βαιθὴλ	\vs{3}Καὶ ἦλθον οἱ υἱοὶ τῶν προφητῶν οἱ ἐν Βαιθὴλ πρὸς Ἑλισαιὲ, καὶ εἶπον πρὸς αὐτὸν, εἰ ἔγνως, ὅτι Κύριος σήμερον λαμβάνει τὸν κύριόν σου ἐπάνωθεν τῆς κεφαλῆς σου; καὶ εἶπε, κἀγὼ ἔγνωκα, σιωπᾶτε.
11730	ΒΑΣΙΛΕΙΩΝ Δ 2:4	με εἰς	με εἰς	1285	consecutive enclitics	ἀπέσταλκέ	Ἱεριχώ	\vs{4}Καὶ εἶπεν Ἠλιοὺ πρὸς Ἑλισαιὲ, κάθου δὴ ἐνταῦθα, ὅτι Κύριος ἀπέσταλκέ με εἰς Ἱεριχώ· καὶ εἶπε, ζῇ Κύριος καὶ ζῇ ἡ ψυχή σου, εἰ ἐγκαταλείψω σε· καὶ ἦλθον εἰς Ἱεριχώ.
11732	ΒΑΣΙΛΕΙΩΝ Δ 2:5	οἱ ἐν	οἱ ἐν	4140	consecutive enclitics	προφητῶν	Ἱεριχὼ	\vs{5}Καὶ ἤγγισαν οἱ υἱοῖ τῶν προφητῶν οἱ ἐν Ἱεριχὼ πρὸς Ἑλισαιὲ, καὶ εἶπον πρὸς αὐτὸν, εἰ ἔγνως, ὅτι σήμερον λαμβάνει Κύριος τὸν κύρίον σου ἐπάνωθεν τῆς κεφαλῆς σου; καὶ εἶπε, καί γε ἐγὼ ἔγνων, σιωπᾶτε.
11737	ΒΑΣΙΛΕΙΩΝ Δ 2:9	σου ἐπ	σου ἐπ	5611	consecutive enclitics	πνεύματί		\vs{9}Καὶ ἐγένετο ἐν τῷ διαβῆναι αὐτοὺς, καὶ Ἠλιοὺ εἶπε πρὸς Ἑλισαιὲ, αἴτησαι τί ποιήσω σοι πρὶν ἢ ἀναληφθῆναί με ἀπὸ σοῦ· καὶ εἶπεν Ἑλισαιὲ, γενηθήτω δὴ διπλᾶ ἐν πνεύματί σου ἐπʼ ἐμέ.
11740	ΒΑΣΙΛΕΙΩΝ Δ 2:11	ὡς εἰς	ὡς εἰς	1776	consecutive enclitics	συσσεισμῷ	τὸν	\vs{11}Καὶ ἐγένετο αὐτῶν πορευομένων, ἐπορεύοντο καὶ ἐλάλουν· καὶ ἰδοὺ ἅρμα πυρὸς καὶ ἵπποι πυρὸς, καὶ διέστειλεν ἀναμέσον ἀμφοτέρων· καὶ ἀνελήμφθη Ἠλιοὺ ἐν συσσεισμῷ ὡς εἰς τὸν οὐρανόν.
11745	ΒΑΣΙΛΕΙΩΝ Δ 2:15	οἱ ἐν	οἱ ἐν	4140	consecutive enclitics	προφητῶν	Ἱεριχὼ	\vs{15}Καὶ εἶδον αὐτὸν οἱ υἱοὶ τῶν προφητῶν οἱ ἐν Ἱεριχὼ ἐξεναντίας, καὶ εἶπον, ἐπαναπέπαυται τὸ πνεῦμα Ἠλιοὺ ἐπὶ Ἑλισαιέ· καὶ ἦλθον εἰς συναντὴν αὐτοῦ, καὶ προσεκύνησαν αὐτῷ ἐπὶ τὴν γῆν,
11768	ΒΑΣΙΛΕΙΩΝ Δ 3:7	ὡς ὁ	ὡς ὁ	1776	consecutive enclitics	σοι	λαός	\vs{7}Καὶ ἐπορεύθη καὶ ἐξαπέστειλε πρὸς Ἰωσαφὰτ βασιλέα Ἰούδα, λέγων, βασιλεὺς Μωὰβ ἠθέτησεν ἐν ἐμοί· εἰ πορεύσῃ μετʼ ἐμοῦ εἰς Μωὰβ εἰς πόλεμον; καὶ εἶπεν, ἀναβήσομαι· ὅμοιός μοι, ὅμοιός σοι· ὡς ὁ λαός μου, ὁ λαός σου· ὡς οἱ ἵπποι μου, οἱ ἵπποι σου.
11768	ΒΑΣΙΛΕΙΩΝ Δ 3:7	ὡς οἱ	ὡς οἱ	1776	consecutive enclitics	σου	ἵπποι	\vs{7}Καὶ ἐπορεύθη καὶ ἐξαπέστειλε πρὸς Ἰωσαφὰτ βασιλέα Ἰούδα, λέγων, βασιλεὺς Μωὰβ ἠθέτησεν ἐν ἐμοί· εἰ πορεύσῃ μετʼ ἐμοῦ εἰς Μωὰβ εἰς πόλεμον; καὶ εἶπεν, ἀναβήσομαι· ὅμοιός μοι, ὅμοιός σοι· ὡς ὁ λαός μου, ὁ λαός σου· ὡς οἱ ἵπποι μου, οἱ ἵπποι σου.
11796	ΒΑΣΙΛΕΙΩΝ Δ 4:2	ἐστι σοι	ἐστι σοι	415	consecutive enclitics	τί		\vs{2}Καὶ εἶπεν Ἑλισαιὲ, τί ποιήσω σοι; ἀνάγγειλόν μοι τί ἐστι σοι ἐν τῷ οἴκῳ; ἡ δὲ εἶπεν, οὐκ ἔστι τῇ δούλῃ σου οὐδὲν ἐν τῷ οἴκῳ, ὅτι ἀλλʼ ἢ ὃ ἀλείψομαι ἔλαιον.
11813	ΒΑΣΙΛΕΙΩΝ Δ 4:16	ὡς ἡ	ὡς ἡ	1776	consecutive enclitics	τοῦτον	ὥρα	\vs{16}Καὶ εἶπεν Ἐλισαιὲ πρὸς αὐτήν, εἰς τὸν καιρὸν τοῦτον, ὡς ἡ ὥρα, ζῶσα σὺ, περιειληφυῖα υἱόν· ἡ δὲ εἶπε, μή κύριε, μὴ διαψεύσῃ τὴν δούλην σου.
11814	ΒΑΣΙΛΕΙΩΝ Δ 4:17	ὡς ἡ	ὡς ἡ	1776	consecutive enclitics	τοῦτον	ὥρα	\vs{17}Καὶ ἐν γαστρὶ ἔλαβεν ἡ γυνή, καὶ ἔτεκεν υἱὸν εἰς τὸν καιρὸν τοῦτον, ὡς ἡ ὥρα, ζῶσα, ὡς ἐλάλησε πρὸς αὐτὴν Ἑλισαιὲ.
11829	ΒΑΣΙΛΕΙΩΝ Δ 4:29	μου ἐν	μου ἐν	4317	consecutive enclitics	βακτηρίαν	τῇ	\vs{29}Καὶ εἶπεν Ἐλισαιὲ τῷ Γιεζί, ζῶσαι τὴν ὀσφύν σου, καὶ λάβε τὴν βακτηρίαν μου ἐν τῇ χειρί σου, καὶ δεῦρο, ὅτι ἐὰν εὕρῃς ἄνδρα οὐκ εὐλογήσεις αὐτὸν, καὶ ἐὰν εὐλογήσῃ σε ἀνὴρ οὐκ ἀποκριθήσῃ αὐτῷ· καὶ ἐπιθήσεις τὴν βακτηρίαν μου ἐπὶ πρόσωπον τοῦ παιδαρίου.
11853	ΒΑΣΙΛΕΙΩΝ Δ 5:4	ἡ ἐκ	ἡ ἐκ	3412	consecutive enclitics	νεᾶνις	γῆς	\vs{4}Καὶ εἰσῆλθε καὶ ἀπήγγειλε τῷ κυρίῳ ἑαυτῆς, καὶ εἶπεν, οὕτως καὶ οὕτως ἐλάλησεν ἡ νεᾶνις ἡ ἐκ γῆς Ἰσραήλ.
11871	ΒΑΣΙΛΕΙΩΝ Δ 5:18	σου ἐν	σου ἐν	5611	consecutive enclitics	δούλῳ	τῷ	\vs{18}Καὶ ἱλάσεται Κύριος τῷ δούλῳ σου ἐν τῷ εἰσπορεύεσθαι τὸν κύριόν μου εἰς οἶκον Ῥεμμὰν προσκυνῆσαι ἐκεῖ· καὶ αὐτὸς ἐπαναπαύσεται ἐπὶ τῆς χειρός μου, καὶ προσκυνήσω ἐν οἴκῳ Ῥεμμὰν ἐν τῷ προσκυνεῖν αὐτὸν ἐν οἴκῳ Ῥεμμάν· καὶ ἱλάσεται δὴ Κύριος τῷ δούλῳ σου ἐν τῷ λόγῳ τούτῳ.
11871	ΒΑΣΙΛΕΙΩΝ Δ 5:18	σου ἐν	σου ἐν	5611	consecutive enclitics	δούλῳ	τῷ	\vs{18}Καὶ ἱλάσεται Κύριος τῷ δούλῳ σου ἐν τῷ εἰσπορεύεσθαι τὸν κύριόν μου εἰς οἶκον Ῥεμμὰν προσκυνῆσαι ἐκεῖ· καὶ αὐτὸς ἐπαναπαύσεται ἐπὶ τῆς χειρός μου, καὶ προσκυνήσω ἐν οἴκῳ Ῥεμμὰν ἐν τῷ προσκυνεῖν αὐτὸν ἐν οἴκῳ Ῥεμμάν· καὶ ἱλάσεται δὴ Κύριος τῷ δούλῳ σου ἐν τῷ λόγῳ τούτῳ.
11882	ΒΑΣΙΛΕΙΩΝ Δ 5:27	σου εἰς	σου εἰς	5611	consecutive enclitics	σπέρματί	τὸν	\vs{27}Καὶ ἡ λέπρα Ναιμὰν κολληθήσεται ἐν σοὶ καὶ ἐν τῷ σπέρματί σου εἰς τὸν αἰῶνα· καὶ ἐξῆλθεν ἐκ προσώπου αὐτοῦ λελεπρωμένος ὡσεὶ χιών.
11898	ΒΑΣΙΛΕΙΩΝ Δ 6:12	ὁ ἐν	ὁ ἐν	7508	consecutive enclitics	προφήτης	Ἰσραὴλ	\vs{12}Καὶ εἶπεν εἷς τῶν παίδων αὐτοῦ, οὐχί κύριέ μου βασιλεῦ, ὅτι Ἐλισαιὲ ὁ προφήτης ὁ ἐν Ἰσραὴλ ἀναγγέλλει τῷ βασιλεῖ Ἰσραὴλ πάντας τοὺς λόγους, οὓς ἐὰν λαλήσῃς ἐν τῷ ταμείῳ τοῦ κοιτῶνός σου.
11903	ΒΑΣΙΛΕΙΩΝ Δ 6:16	οἱ μεθ	οἱ μεθ	4140	consecutive enclitics	πλείους		\vs{16}Καὶ εἶπεν Ἐλισαιὲ, μὴ φοβοῦ, ὅτι πλείους οἱ μεθʼ ἡμῶν ὑπὲρ τοὺς μετʼ αὐτῶν.
11918	ΒΑΣΙΛΕΙΩΝ Δ 6:28	ἐστι σοι	ἐστι σοι	415	consecutive enclitics	τί		\vs{28}Καὶ εἶπεν αὐτῇ ὁ βασιλεύς, τί ἐστι σοι; καὶ εἶπεν ἡ γυνή, αὕτη εἶπε πρὸς μέ, δὸς τὸν υἱόν σου καὶ φαγόμεθα αὐτὸν σήμερον, καὶ τὸν υἱόν μου φαγόμεθα αὐτὸν αὔριον.
11921	ΒΑΣΙΛΕΙΩΝ Δ 6:31	μοι ὁ	μοι ὁ	882	consecutive enclitics	ποιήσαι	Θεὸς	\vs{31}Καὶ εἶπε, τάδε ποιήσαι μοι ὁ Θεὸς καὶ τάδε προσθείη, εἰ στήσεται ἡ κεφαλὴ Ἑλισαιὲ ἐπʼ αὐτῷ σήμερον.
11927	ΒΑΣΙΛΕΙΩΝ Δ 7:1	ὡς ἡ	ὡς ἡ	1776	consecutive enclitics	Κύριος	ὥρα	Καὶ εἶπεν Ἑλισαιὲ ἄκουσον λόγον Κυρίου· τάδε λέγει Κύριος, ὡς ἡ ὥρα αὕτη, αὔριον μέτρον σεμιδάλεως σίκλου, καὶ δίμετρον κριθῶν σίκλου, ἐν ταῖς πύλαις Σαμαρείας.
11949	ΒΑΣΙΛΕΙΩΝ Δ 7:18	ὡς ἡ	ὡς ἡ	1776	consecutive enclitics	ἔσται	ὥρα	\vs{18}Καὶ ἐγένετο καθὰ ἐλάλησεν Ἑλισαιὲ πρὸς τὸν βασιλέα, λέγων, δίμετρον κριθῆς σίκλου καὶ μέτρον σεμιδάλεως σίκλου· καὶ ἔσται ὡς ἡ ὥρα αὔριον ἐν τῇ πύλῃ Σαμαρείας.
11968	ΒΑΣΙΛΕΙΩΝ Δ 8:13	ἐστιν ὁ	ἐστιν ὁ	474	consecutive enclitics	τίς	δοῦλός	\vs{13}Καὶ εἶπεν Ἀζαὴλ, τίς ἐστιν ὁ δοῦλός σου, ὁ κύων ὁ τεθνηκὼς, ὅτι ποιήσει τὸ ῥῆμα τοῦτο; καὶ εἶπεν Ἑλισαιὲ, ἔδειξέ μοι Κύριός σε βασιλεύοντα ἐπὶ Συρίαν.
11993	ΒΑΣΙΛΕΙΩΝ Δ 9:3	σε εἰς	σε εἰς	1148	consecutive enclitics	κέχρικά	βασιλέα	\vs{3}Καὶ λήψῃ τὸν φακὸν τοῦ ἐλαίου, καὶ ἐπιχεεῖς ἐπὶ τὴν κεφαλὴν αὐτοῦ, καὶ εἰπον, τάδε λέγει Κύριος, κέχρικά σε εἰς βασιλέα ἐπὶ Ἰσραήλ· καὶ ἀνοίξεις τὴν θύραν, καὶ φεύξῃ καὶ οὐ μενεῖς.
11997	ΒΑΣΙΛΕΙΩΝ Δ 9:6	σε εἰς	σε εἰς	1148	consecutive enclitics	κέχρικά	βασιλέα	\vs{6}Καὶ ἀνέστη καὶ εἰσῆλθεν εἰς τὸν οἶκον, καὶ ἐπέχεε τὸ ἔλαιον ἐπὶ τὴν κεφαλὴν αὐτοῦ, καὶ εἶπεν αὐτῷ, τάδε λέγει Κύριος ὁ Θεὸς Ἰσραήλ, κέχρικά σε εἰς βασιλέα ἐπὶ λαὸν Κυρίου ἐπὶ τὸν Ἰσραὴλ.
12004	ΒΑΣΙΛΕΙΩΝ Δ 9:12	σε εἰς	σε εἰς	1148	consecutive enclitics	κέχρικά	βασιλέα	\vs{12}Καὶ εἶπον, ἄδικον, ἀπάγγειλον δὴ ἡμῖν. Καὶ εἶπεν Ἰοὺ πρὸς αὐτοὺς, οὕτω καὶ οὕτω ἐλάλησε πρὸς μὲ, λέγων, καὶ εἶπε, τάδε λέγει Κύριος, κέχρικά σε εἰς βασιλέα ἐπὶ Ἰσραήλ.
12045	ΒΑΣΙΛΕΙΩΝ Δ 10:6	ὡς ἡ	ὡς ἡ	1776	consecutive enclitics	μὲ	ὥρα	\vs{6}Καὶ ἔγραψε πρὸς αὐτοὺς Ἰοὺ βιβλίον δεύτερον, λέγων, εἰ ἐμοὶ ὑμεῖς, καὶ τῆς φωνῆς μου ὑμεῖς εἰσακούετε, λάβετε τὴν κεφαλὴν ἀνδρῶν τῶν υἱῶν τοῦ κυρίου ὑμῶν, καὶ ἐνέγκατε πρὸς μὲ, ὡς ἡ ὥρα αὔριον ἐν Ἰεζράελ· καὶ οἱ υἱοὶ τοῦ βασιλέως ἦσαν ἑβδομήκοντα ἄνδρες, οὗτοι ἁδροὶ τῆς πόλεως ἐξέτρεφον αὐτούς.
12177	ΒΑΣΙΛΕΙΩΝ Δ 14:3	οὐχ ὡς	οὐχ ὡς	351	consecutive enclitics	πλὴν	Δαυὶδ	\vs{3}Καὶ ἐποίησε τὸ εὐθὲς ἐν ὀφθαλμοῖς Κυρίου, πλὴν οὐχ ὡς Δαυὶδ ὁ πατὴρ αὐτοῦ· κατὰ πάντα ὅσα ἐποίησεν Ἰωὰς ὁ πατὴρ αὐτοῦ ἐποίησε.
12184	ΒΑΣΙΛΕΙΩΝ Δ 14:9	ὁ ἐν	ὁ ἐν	7508	consecutive enclitics	ἄκαν	τῷ	\vs{9}Καὶ ἀπέστειλεν Ἰωὰς βασιλεὺς Ἰσραὴλ πρὸς Ἀμεσσίαν βασιλέα Ἰούδα, λέγων, ὁ ἄκαν ὁ ἐν τῷ Λιβάνῳ ἀπέστειλε πρὸς τὴν κέδρον τὴν ἐν τῷ Λιβάνῳ, λέγων δὸς τὴν θυγατέρα σου τῷ υἱῷ μου εἰς γυναῖκα· καὶ διῆλθον τὰ θηρία τοῦ ἀγροῦ τὰ ἐν τῷ Λιβάνῳ, καὶ συνεπάτησαν τὴν ἄκανα.
12184	ΒΑΣΙΛΕΙΩΝ Δ 14:9	μου εἰς	μου εἰς	4317	consecutive enclitics	υἱῷ	γυναῖκα	\vs{9}Καὶ ἀπέστειλεν Ἰωὰς βασιλεὺς Ἰσραὴλ πρὸς Ἀμεσσίαν βασιλέα Ἰούδα, λέγων, ὁ ἄκαν ὁ ἐν τῷ Λιβάνῳ ἀπέστειλε πρὸς τὴν κέδρον τὴν ἐν τῷ Λιβάνῳ, λέγων δὸς τὴν θυγατέρα σου τῷ υἱῷ μου εἰς γυναῖκα· καὶ διῆλθον τὰ θηρία τοῦ ἀγροῦ τὰ ἐν τῷ Λιβάνῳ, καὶ συνεπάτησαν τὴν ἄκανα.
12270	ΒΑΣΙΛΕΙΩΝ Δ 16:7	με ἐκ	με ἐκ	1285	consecutive enclitics	σῶσόν	χειρὸς	\vs{7}Καὶ ἀπέστειλεν Ἄχαζ ἀγγέλους πρὸς Θαλγαθφελλασὰρ βασιλέα Ἀσσυρίων, λέγων, δοῦλός σου καὶ υἱός σου ἐγὼ, ἀνάβηθι, σῶσόν με ἐκ χειρὸς βασιλέως Συρίας, καὶ ἐκ χειρὸς βασιλέως Ἰσραὴλ, τῶν ἐπανισταμένων ἐπʼ ἐμέ.
12280	ΒΑΣΙΛΕΙΩΝ Δ 16:15	μοι εἰς	μοι εἰς	882	consecutive enclitics	ἔσται	τοπρωΐ	\vs{15}Καὶ ἐνετείλατο ὁ βασιλεὺς Ἄχαζ τῷ Οὐρίᾳ τῷ ἱερεῖ, λέγων, ἐπὶ τὸ θυσιαστήριον τὸ μέγα πρόσφερε τὴν ὁλοκαύτωσιν τὴν πρωϊνὴν καὶ τὴν θυσίαν τὴν ἑσπερινήν, καὶ τὴν ὁλοκαύτωσιν τοῦ βασιλέως καὶ τὴν θυσίαν αὐτοῦ, καὶ τὴν ὁλοκαύτωσιν παντὸς τοῦ λαοῦ, καὶ τὴν θυσίαν αὐτῶν καὶ τὴν σπονδὴν αὐτῶν, καὶ πᾶν αἷμα ὁλοκαυτώσεως, καὶ πᾶν αἷμα θυσίας ἐπʼ αὐτῶ ἐκχεεῖς· καὶ τὸ θυσιαστήριον τὸ χαλκοῦν ἔσται μοι εἰς τοπρωΐ.
12338	ΒΑΣΙΛΕΙΩΝ Δ 17:41	γε οἱ	γε οἱ	158	consecutive enclitics	καί	υἱοὶ	\vs{41}Καὶ ἦσαν τὰ ἔθνη ταῦτα φοβούμενοι τὸν Κύριον, καὶ τοῖς γλυπτοῖς αὐτῶν ἦσαν δουλεύοντες· καί γε οἱ υἱοὶ καὶ υἱοὶ τῶν υἱῶν αὐτῶν, καθὰ ἐποίησαν οἱ πατέρες αὐτῶν, ποιοῦσιν ἕως τῆς ἡμέρας ταύτης.
12361	ΒΑΣΙΛΕΙΩΝ Δ 18:17	ἐστιν ἐν	ἐστιν ἐν	474	consecutive enclitics	ἥ	τῇ	\vs{17}Καὶ ἀπέστειλε βασιλεὺς Ἀσσυρίων τὸν Θανθὰν καὶ τὸν Ῥαφὶς καὶ τὸν Ῥαψάκην ἐκ Λαχὶς πρὸς τὸν βασιλέα Ἑζεκίαν ἐν δυνάμει βαρείᾳ ἐπὶ Ἱερουσαλήμ· καὶ ἀνέβησαν καὶ ἦλθον εἰς Ἱερουσαλὴμ, καὶ ἔστησαν ἐν τῷ ὑδραγωγῷ τῆς κολυμβήθρας τῆς ἄνω, ἥ ἐστιν ἐν τῇ ὁδῷ τοῦ ἀγροῦ τοῦ γναφέως.
12373	ΒΑΣΙΛΕΙΩΝ Δ 18:27	με ὁ	με ὁ	1285	consecutive enclitics	ἀπέστειλέ	κύριός	\vs{27}Καὶ εἶπε πρὸς αὐτοὺς Ῥαψάκης, μὴ ἐπὶ τὸν κύριόν σου καὶ πρὸς σὲ ἀπέστειλέ με ὁ κύριός μου λαλῆσαι τοὺς λόγους τούτους; οὐχὶ ἐπὶ τοὺς ἄνδρας τοὺς καθημένους ἐπὶ τοῦ τείχους, τοῦ φαγεῖν τὴν κόπρον αὐτῶν, καὶ πιεῖν τὸ οὖρον αὐτῶν μεθʼ ὑμῶν ἅμα;
12381	ΒΑΣΙΛΕΙΩΝ Δ 18:34	ἐστιν ὁ	ἐστιν ὁ	474	consecutive enclitics	Ποῦ	θεὸς	\vs{34}Ποῦ ἐστιν ὁ θεὸς Αἱμὰθ, καὶ Ἀρφάδ; ποῦ ἐστιν ὁ θεὸς Σεπφαρουαῒμ, Ἀνὰ, καὶ Ἀβὰ, ὅτι ἐξείλαντο Σαμάρειαν ἐκ χειρός μου;
12381	ΒΑΣΙΛΕΙΩΝ Δ 18:34	ἐστιν ὁ	ἐστιν ὁ	474	consecutive enclitics	ποῦ	θεὸς	\vs{34}Ποῦ ἐστιν ὁ θεὸς Αἱμὰθ, καὶ Ἀρφάδ; ποῦ ἐστιν ὁ θεὸς Σεπφαρουαῒμ, Ἀνὰ, καὶ Ἀβὰ, ὅτι ἐξείλαντο Σαμάρειαν ἐκ χειρός μου;
12399	ΒΑΣΙΛΕΙΩΝ Δ 19:10	σε ὁ	σε ὁ	1148	consecutive enclitics	ἐπαιρέτω	Θεός	\vs{10}μὴ ἐπαιρέτω σε ὁ Θεός σου ἐφʼ ᾧ σὺ πέποιθας ἐν αὐτῷ, λέγων, οὐ μὴ παραδοθῇ Ἱερουσαλὴμ εἰς χεῖρας βασιλέως Ἀσσυρίων.
